149;4560.00;11.28;1652.00;big
150;3405.00;10.50;1772.00;big
150;3654.00;9.90;1829.00;big
150;3480.00;10.48;1729.00;big
151;4069.00;10.40;1644.00;big
151;4268.00;10.75;1709.00;big
151;4180.00;11.10;1600.00;big
152;4411.00;13.62;1446.00;big
152;4544.00;12.95;1457.00;big
152;4275.00;13.30;1499.00;big
153;3948.00;9.80;1029.00;big
153;4047.00;10.43;1065.00;big
154;4882.00;12.25;1209.00;big
154;4991.00;12.10;1283.00;big
155;4720.00;10.10;1360.00;big
155;4715.00;11.55;1481.00;big
155;4827.00;11.65;1405.00;big
156;4705.00;10.50;183.00;small
156;4928.00;9.50;180.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4730.00;9.50;516.00;small
158;4525.00;12.10;534.00;small
159;4561.00;10.45;641.00;big
159;4630.00;10.43;702.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2477.00;10.93;1884.00;small
161;2528.00;13.35;1895.00;small
162;3812.00;13.75;1207.00;big
162;3884.00;16.93;1231.00;big
163;1808.00;9.70;813.00;big
163;1854.00;10.07;668.00;big
163;1962.00;9.80;838.00;big
164;4652.00;9.80;1196.00;big
164;4679.00;9.80;1149.00;big
165;4577.00;9.82;1032.00;big
165;4508.00;9.95;1019.00;big
166;1485.00;9.50;1971.00;big
166;1661.00;9.50;2045.00;big
167;5023.00;12.90;555.00;big
167;4932.00;11.78;600.00;big
167;5108.00;14.68;517.00;big
168;3036.00;9.50;1384.00;small
169;2950.00;12.55;1335.00;big
170;1503.00;9.50;1301.00;big
170;1620.00;9.50;1272.00;big
171;457.00;9.50;1884.00;small
171;815.00;9.60;1749.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2901.00;9.50;1649.00;small
173;2865.00;9.50;1701.00;small
174;2905.00;9.50;1813.00;small
174;3040.00;9.50;2013.00;small
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;85.00;9.50;391.00;big
178;5590.00;9.50;371.00;big
179;329.00;9.50;445.00;big
179;493.00;9.50;385.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3518.00;12.32;341.00;big
182;2731.00;12.40;1212.00;small
182;2640.00;11.03;1082.00;small
182;2597.00;10.05;983.00;small
183;3252.00;13.05;602.00;big
183;3076.00;11.10;693.00;big
184;3053.00;13.88;478.00;big
184;3070.00;13.80;238.00;big
184;3058.00;12.40;353.00;big
185;3366.00;13.80;516.00;big
185;3290.00;13.62;353.00;big
186;4804.00;10.88;1260.00;small
186;4784.00;12.15;1327.00;small
187;4377.00;9.90;660.00;small
187;4435.00;9.70;596.00;small
188;4359.00;11.05;781.00;small
188;4394.00;10.95;711.00;small
189;4315.00;10.53;941.00;small
189;4297.00;10.70;1019.00;small
190;3861.00;11.28;1093.00;big
190;3932.00;9.85;1172.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4887.00;10.20;433.00;small
193;4797.00;11.40;397.00;small
194;5081.00;10.05;131.00;small
194;5078.00;10.30;308.00;small
195;4679.00;10.70;281.00;small
195;4930.00;10.00;279.00;small
196;3568.00;10.40;1024.00;small
196;3449.00;12.73;1077.00;small
197;1757.00;9.90;1667.00;small
197;1647.00;11.53;1593.00;small
198;1394.00;10.30;1432.00;big
198;1473.00;10.78;1550.00;big
198;1366.00;13.75;1617.00;big
199;1054.00;16.02;1461.00;small
199;1012.00;15.45;1562.00;small
200;4279.00;17.08;1265.00;big
200;4367.00;9.50;1267.00;big
201;1675.00;15.15;660.00;small
201;1627.00;10.00;771.00;small
201;1753.00;19.77;528.00;small
202;3203.00;9.50;1268.00;small
203;3637.00;9.50;1061.00;small
204;1175.00;15.60;1291.00;small
204;1084.00;10.75;1354.00;small
205;1321.00;10.07;1137.00;small
205;1400.00;9.93;1141.00;small
206;3047.00;9.50;1626.00;small
207;2985.00;9.50;1662.00;small
208;2808.00;10.43;1490.00;big
208;2779.00;9.62;1466.00;big
209;2684.00;14.00;1354.00;big
209;2728.00;12.10;1355.00;big
210;2699.00;11.43;1292.00;big
210;2758.00;11.93;1291.00;big
211;3531.00;14.78;1286.00;big
211;3545.00;12.73;1219.00;big
212;3480.00;9.50;1213.00;big
212;3536.00;9.70;1161.00;big
213;3704.00;9.80;997.00;big
213;3567.00;12.82;900.00;big
214;4460.00;12.70;1323.00;big
214;4593.00;13.38;1373.00;big
215;4402.00;16.75;1160.00;big
215;4470.00;10.60;1152.00;big
216;4471.00;12.75;1079.00;big
216;4387.00;13.80;1054.00;big
217;3415.00;13.70;1298.00;big
217;3475.00;13.23;1307.00;big
218;4631.00;11.98;1080.00;big
218;4562.00;9.50;1129.00;big
219;2938.00;10.57;1418.00;big
219;2992.00;9.70;1414.00;big
220;2915.00;11.40;1446.00;big
220;2949.00;14.35;1456.00;big
221;3047.00;10.73;1421.00;big
221;3084.00;13.38;1397.00;big
222;3209.00;10.20;1368.00;big
222;3174.00;14.28;1367.00;big
223;3284.00;11.20;813.00;big
223;3316.00;10.57;940.00;big
224;1848.00;9.50;2113.00;big
224;1424.00;9.50;2211.00;big
225;1045.00;9.50;2123.00;big
225;473.00;9.50;2259.00;big
226;229.00;9.50;2183.00;big
226;55.00;9.50;2153.00;big
227;840.00;12.70;2006.00;big
227;1280.00;9.50;2020.00;big
228;5360.00;9.50;2133.00;big
228;5551.00;9.50;2149.00;big
229;4715.00;9.50;2235.00;big
229;4861.00;9.50;2230.00;big
230;4214.00;9.50;2237.00;big
230;3799.00;9.50;2042.00;big
231;2775.00;9.50;2154.00;big
231;2552.00;9.50;2078.00;big
232;3097.00;9.50;1282.00;big
232;3132.00;9.50;1278.00;big
